web-scraper-order,web-scraper-start-url,properties,properties-href,address,bed,bath,sqft,price
"1656272403-94","https://www.realtor.com/realestateandhomes-search/30062/pg-4","","https://www.realtor.com/realestateandhomes-detail/1145-Barnes-Mill-Rd_Marietta_GA_30062_M66691-87029","1145 Barnes Mill Rd, Marietta, GA 30062","null","null","null","$479,000"
"1656273146-197","https://www.realtor.com/realestateandhomes-search/30062/pg-2","","https://www.realtor.com/realestateandhomes-detail/3471-Post-Oak-Tritt-Rd_Marietta_GA_30062_M53739-31517","3471 Post Oak Tritt Rd, Marietta, GA 30062","5","3","2,638","$519,000"
"1656273045-183","https://www.realtor.com/realestateandhomes-search/30062/pg-2","","https://www.realtor.com/realestateandhomes-detail/3110-Meadow-Dr_Marietta_GA_30062_M53671-60488","3110 Meadow Dr, Marietta, GA 30062","4","3","1,944","$435,000"
"1656273186-204","https://www.realtor.com/realestateandhomes-search/30062/pg-2","","https://www.realtor.com/realestateandhomes-detail/3317-Rangers-Gate_Marietta_GA_30062_M66088-73064","3317 Rangers Gate, Marietta, GA 30062","4","3","2,680","$456,000"
"1656273283-224","https://www.realtor.com/realestateandhomes-search/30062/pg-1","","https://www.realtor.com/realestateandhomes-detail/1701-Old-Canton-Rd_Marietta_GA_30062_M55289-83732","1701 Old Canton Rd, Marietta, GA 30062","6","6.5","null","$1,250,000"
"1656271919-29","https://www.realtor.com/realestateandhomes-search/30062/pg-6","","https://www.realtor.com/realestateandhomes-detail/905-Sunny-Meadows-Ln_Marietta_GA_30062_M69476-36712","905 Sunny Meadows Ln, Marietta, GA 30062","5","5.5","4,231","$1,124,900"
"1656272912-165","https://www.realtor.com/realestateandhomes-search/30062/pg-3","","https://www.realtor.com/realestateandhomes-detail/2774-Whitehurst-Dr-NE_Marietta_GA_30062_M52092-41945","2774 Whitehurst Dr NE, Marietta, GA 30062","4","3.5","3,400","$850,000"
"1656273066-186","https://www.realtor.com/realestateandhomes-search/30062/pg-2","","https://www.realtor.com/realestateandhomes-detail/3541-Winfair-Pl_Marietta_GA_30062_M50650-56865","3541 Winfair Pl, Marietta, GA 30062","3","2.5","2,308","$425,000"
"1656272628-126","https://www.realtor.com/realestateandhomes-search/30062/pg-4","","https://www.realtor.com/realestateandhomes-detail/2571-Acacia-Park-Pl_Marietta_GA_30062_M63784-27294","2571 Acacia Park Pl, Marietta, GA 30062","6","6.5+","7,330","$1,299,999"
"1656273175-202","https://www.realtor.com/realestateandhomes-search/30062/pg-2","","https://www.realtor.com/realestateandhomes-detail/2800-Meadow-Dr_Marietta_GA_30062_M61232-86462","2800 Meadow Dr, Marietta, GA 30062","3","2","3,018","$459,900"
"1656273370-241","https://www.realtor.com/realestateandhomes-search/30062/pg-1","","https://www.realtor.com/realestateandhomes-detail/4258-Green-Ridge-Dr_Marietta_GA_30062_M50785-87550","4258 Green Ridge Dr, Marietta, GA 30062","5","5","4,819","$895,000"
"1656272287-78","https://www.realtor.com/realestateandhomes-search/30062/pg-5","","https://www.realtor.com/realestateandhomes-detail/2919-Post-Oak-Tritt-Rd_Marietta_GA_30062_M50383-88971","2919 Post Oak Tritt Rd, Marietta, GA 30062","5","3","2,458","$439,000"
